PC1,ticker,ref.date,volume,price.open,price.high,price.low,price.close,price.adjusted,ret.adjusted.prices,ret.closing.prices,my.dummy
0.499933900470783,^BVSP,2019-01-14,23408900,93645,96396,93335,96097,96097,0.0260415554464115,0.0260415554464115,0
0.268094039515335,^BVSP,2019-01-21,11993000,96093,97677,94662,97677,97677,0.016441720345068,0.016441720345068,0
0.844858291589398,^BVSP,2019-01-28,28889300,97674,98405,94783,97861,97861,0.00188375973873067,0.00188375973873067,0
0.62058309264837,^BVSP,2019-02-04,25425200,97861,98589,93424,95343,95343,-0.0257303726714422,-0.0257303726714422,0
0.562477559095641,^BVSP,2019-02-11,24305300,95351,98238,93737,97526,97526,0.0228962797478578,0.0228962797478578,0
0.386594859196633,^BVSP,2019-02-18,23815200,97527,98544,95793,97886,97886,0.00369132333941713,0.00369132333941713,0
0.53545184512608,^BVSP,2019-02-25,21209000,97881,98190,94394,94604,94604,-0.0335287988067752,-0.0335287988067752,0
-0.184641159385846,^BVSP,2019-03-07,8158500,94216,95476,93305,95365,95365,0.00804405733372793,0.00804405733372793,0
0.559069364144577,^BVSP,2019-03-11,21617400,95384,99393,95384,99137,99137,0.0395532952341007,0.0395532952341007,0
0.842382907492029,^BVSP,2019-03-18,25390700,99141,100439,93380,93735,93735,-0.0544902508649646,-0.0544902508649646,0
0.654371791175487,^BVSP,2019-03-25,24762900,93735,95863,91584,95415,95415,0.0179228676588254,0.0179228676588254,0
0.487344038296368,^BVSP,2019-04-01,19550800,95423,97493,94124,97108,97108,0.0177435413719016,0.0177435413719016,0
0.456993811188733,^BVSP,2019-04-08,21981500,97110,97610,92516,92875,92875,-0.0435906413477777,-0.0435906413477777,0
0.179273336865765,^BVSP,2019-04-15,20603300,92875,95140,92338,94578,94578,0.0183364737550471,0.0183364737550471,0
0.533372802915472,^BVSP,2019-04-22,20789800,94578,96563,93721,96236,96236,0.0175305039226881,0.0175305039226881,0
0.322951238787879,^BVSP,2019-04-29,15332400,96254,97123,95312,96008,96008,-0.00236917577621676,-0.00236917577621676,0
0.551294440248584,^BVSP,2019-05-06,21290000,95992,96312,92750,94258,94258,-0.0182276476960254,-0.0182276476960254,0
0.720410352561641,^BVSP,2019-05-13,24412600,94252,94252,89409,89993,89993,-0.0452481486982538,-0.0452481486982538,0
0.680957027929108,^BVSP,2019-05-20,21522000,90006,95212,89822,93628,93628,0.0403920304912604,0.0403920304912604,0
0.801511480641563,^BVSP,2019-05-27,22974700,93626,97992,93626,97030,97030,0.0363352843166573,0.0363352843166573,0
0.934512140941473,^BVSP,2019-06-03,20383700,97036,98326,95686,97821,97821,0.00815211790167991,0.00815211790167991,0
0.828077601059608,^BVSP,2019-06-10,28234100,97828,99364,96782,98040,98040,0.00223878308338699,0.00223878308338699,0
0.424313427475693,^BVSP,2019-06-17,18352900,98038,102100,97623,102013,102013,0.0405242758057935,0.0405242758057935,0
0.545300554237373,^BVSP,2019-06-24,21277400,102018,102617,99421,100967,100967,-0.0102535951300324,-0.0102535951300324,0
0.81339558418574,^BVSP,2019-07-01,18351500,100973,104176,100073,104089,104089,0.0309209939881348,0.0309209939881348,0
0.700177757339667,^BVSP,2019-07-08,19909300,104090,106650,103903,103906,103906,-0.00175811084744781,-0.00175811084744781,0
0.59202180387239,^BVSP,2019-07-15,20184900,103909,104773,103361,103452,103452,-0.0043693338209535,-0.0043693338209535,0
0.940904587922674,^BVSP,2019-07-22,23333500,103452,104570,102196,102819,102819,-0.00611877972392994,-0.00611877972392994,0
0.923909125621979,^BVSP,2019-07-29,24745900,102817,104056,100950,102674,102674,-0.00141024518814614,-0.00141024518814614,0
1.43519253822891,^BVSP,2019-08-05,25733400,102658,104848,99630,103996,103996,0.0128757036835032,0.0128757036835032,0
1.29521359979978,^BVSP,2019-08-12,28262500,103946,103946,98200,99806,99806,-0.0402900111542752,-0.0402900111542752,0
1.08152985283345,^BVSP,2019-08-19,26293200,99810,101469,97085,97667,97667,-0.0214315772598842,-0.0214315772598842,0
1.14990113076497,^BVSP,2019-08-26,26342200,97687,101551,95855,101135,101135,0.0355084112340913,0.0355084112340913,0
1.2249503800901,^BVSP,2019-09-02,15786400,101133,103258,99406,102935,102935,0.0177979927819252,0.0177979927819252,0
1.22742647600143,^BVSP,2019-09-09,24874600,102937,104699,102231,103501,103501,0.00549861563122356,0.00549861563122356,0
0.991600490017578,^BVSP,2019-09-16,26180600,103496,106001,102782,104817,104817,0.0127148529965895,0.0127148529965895,0
0.925866867541668,^BVSP,2019-09-23,22468700,104817,105633,103034,105078,105078,0.00249005409427849,0.00249005409427849,0
0.927290238740757,^BVSP,2019-09-30,22372700,105077,105178,99826,102551,102551,-0.0240488018424409,-0.0240488018424409,0
0.90580120726042,^BVSP,2019-10-07,20944900,102546,104381,99868,103832,103832,0.012491345769422,0.012491345769422,0
0.990282929277349,^BVSP,2019-10-14,20257800,103834,105891,103438,104729,104729,0.00863895523538028,0.00863895523538028,0
1.42708133379243,^BVSP,2019-10-21,24404100,104729,108083,104696,107364,107364,0.0251601753096087,0.0251601753096087,0
1.36014675559153,^BVSP,2019-10-28,24573300,107366,108496,106356,108196,108196,0.00774933869826011,0.00774933869826011,0
1.41184641059015,^BVSP,2019-11-04,27840500,108196,109672,107127,107629,107629,-0.00524048948205114,-0.00524048948205114,0
0.827361151787413,^BVSP,2019-11-11,19851500,107622,108368,105261,106557,106557,-0.00996014085423069,-0.00996014085423069,0
0.729157234503711,^BVSP,2019-11-18,19145600,106566,108692,105367,108692,108692,0.0200362247435644,0.0200362247435644,0
0.925549522011259,^BVSP,2019-11-25,23688200,108692,108915,106312,108233,108233,-0.00422294189084749,-0.00422294189084749,0
1.29769851989076,^BVSP,2019-12-02,24187800,108246,111430,108190,111126,111126,0.0267293708942744,0.0267293708942744,0
1.4395678249933,^BVSP,2019-12-09,28290500,111125,112829,110133,112565,112565,0.012949264798517,0.012949264798517,0
1.50851500525789,^BVSP,2019-12-16,32043700,112565,115171,111896,115121,115121,0.0227068804690622,0.0227068804690622,0
0.476719717668199,^BVSP,2019-12-23,11690000,115119,117803,114964,116534,116534,0.0122740420948393,0.0122740420948393,0
0.861634197769804,^BVSP,2019-12-30,15665100,116530,118792,115649,117707,117707,0.0100657318894057,0.0100657318894057,0
1.51643745435995,^BVSP,2020-01-06,28071500,117707,117707,114952,115503,115503,-0.0187244598876872,-0.0187244598876872,1
1.93856554983078,^BVSP,2020-01-13,26986100,115503,118479,115503,118478,118478,0.0257569067470109,0.0257569067470109,1
1.81736273780737,^BVSP,2020-01-20,26045900,118478,119593,116906,118376,118376,-0.000860919326794885,-0.000860919326794885,1
1.65021305599768,^BVSP,2020-01-27,28960500,118347,118347,112825,113761,113761,-0.0389859430965737,-0.0389859430965737,1
1.70153951891987,^BVSP,2020-02-03,32491900,113761,117701,113467,113770,113770,7.9113228610872e-05,7.9113228610872e-05,1
1.82798169493646,^BVSP,2020-02-10,33385000,113771,117581,112134,114381,114381,0.00537048431045095,0.00537048431045095,1
1.82876247724184,^BVSP,2020-02-17,24571700,114381,116552,112661,113681,113681,-0.00611989753542985,-0.00611989753542985,1
1.51402906895567,^BVSP,2020-02-27,22466100,105711,106656,99951,104172,104172,-0.0836463437161883,-0.0836463437161883,1
2.91194880765394,^BVSP,2020-03-02,47117300,104260,108804,96886,97997,97997,-0.0592769650193911,-0.0592769650193911,1
5.17838919829331,^BVSP,2020-03-09,67739100,97982,97982,68488,82678,82678,-0.156321111870772,-0.156321111870772,1
4.74955093593306,^BVSP,2020-03-16,75842300,82565,82565,61691,67069,67069,-0.188792665521662,-0.188792665521662,1
4.0642651949059,^BVSP,2020-03-23,59652600,67067,78846,62161,73429,73429,0.0948277147415348,0.0948277147415348,1
3.61048493198179,^BVSP,2020-03-30,40807400,73431,75511,69569,72253,72253,-0.0160154707268245,-0.0160154707268245,1
